page,country,rev_id,Population mid-2018 (millions),prediction
Mu Sochua,Cambodia,804631223.0,16.0,C
Penn Nouth,Cambodia,804717865.0,16.0,Start
Hang Chuon Naron,Cambodia,804785628.0,16.0,Start
Hong Sun Huot,Cambodia,805459200.0,16.0,Stub
Sam Rainsy,Cambodia,805740662.0,16.0,C
Nuon Chea,Cambodia,805876135.0,16.0,GA
Kao Kim Hourn,Cambodia,805905770.0,16.0,B
Ieng Thirith,Cambodia,806833311.0,16.0,C
Chau Sen Cocsal Chhum,Cambodia,806931313.0,16.0,C
Sar Kheng,Cambodia,806997998.0,16.0,C
Aun Pornmoniroth,Cambodia,807003284.0,16.0,Start
Lon Nol,Cambodia,807025761.0,16.0,GA
Julius Gregr,Czech Republic,395521877.0,,Stub
Edvard Gregr,Czech Republic,395526568.0,,Stub
Miroslav Poche,Czech Republic,672862914.0,,Stub
Vojtěch Mynář,Czech Republic,673008587.0,,Stub
Jan Malypetr,Czech Republic,704424304.0,,Stub
Emanuel Moravec,Czech Republic,705080136.0,,Start
Vladimír Hučín,Czech Republic,707597623.0,,Start
Pavla Topolánková,Czech Republic,709676840.0,,Start
Josef Barák,Czech Republic,711675761.0,,Stub
Antonín Švehla,Czech Republic,712426548.0,,Stub
Jakob Marzel Sternberger,Czech Republic,713698544.0,,Stub
Alois Anderka,Czech Republic,714174726.0,,Stub
Ivan Dejmal,Czech Republic,715467197.0,,Start
Franz Macoun,Czech Republic,715640391.0,,Stub
Karel Urbánek,Czech Republic,716711851.0,,Stub
Vladimír Klokočka,Czech Republic,717429365.0,,Start
Jaromír Jermář,Czech Republic,720027362.0,,Stub
Artur London,Czech Republic,721736524.0,,Start
František Sláma (politician),Czech Republic,722937211.0,,Stub
Jan Kubice,Czech Republic,723151837.0,,Stub
Kamil Jankovský,Czech Republic,723207013.0,,Stub
Václav Vacek,Czech Republic,724691268.0,,Stub
Čestmír Císař,Czech Republic,725362978.0,,C
Luca Rovinalti,Czech Republic,726666131.0,,Stub
Kamil Krofta,Czech Republic,726762194.0,,Start
Milan Štěch,Czech Republic,728506208.0,,Stub
Antonín Janoušek,Czech Republic,729912438.0,,Stub
Bedřich Geminder,Czech Republic,730146355.0,,Stub
Karel Domin,Czech Republic,735174171.0,,Start
Hubert Ripka,Czech Republic,737562321.0,,Stub
Tomáš Eduard Šilinger,Czech Republic,741588720.0,,Stub
Petr Janyška,Czech Republic,741798984.0,,Stub
Jana Juřenčáková,Czech Republic,743423675.0,,Stub
Jaromír Nečas,Czech Republic,744448745.0,,Stub
Siegfried Taub,Czech Republic,744612257.0,,Start
Záviš Kalandra,Czech Republic,746707985.0,,Stub
Alois Rašín,Czech Republic,749575931.0,,Start
Bedřich Reicin,Czech Republic,749945936.0,,Start
Bernd Richter,Czech Republic,751718674.0,,Stub
Kamil Kalina,Czech Republic,753045804.0,,Stub
Richard Sacher,Czech Republic,755428089.0,,Stub
Václav Fischer,Czech Republic,756317863.0,,Start
Božena Viková-Kunětická,Czech Republic,757336278.0,,Stub
Mikuláš of Hus,Czech Republic,758942647.0,,Stub
Gertruda Sekaninová-Čakrtová,Czech Republic,759446334.0,,GA
Petr Mlsna,Czech Republic,765838180.0,,Stub
Antonín Cyril Stojan,Czech Republic,768047769.0,,C
František Kubka,Czech Republic,768676716.0,,Stub
Josef Pfitzner,Czech Republic,773853256.0,,Start
Vladimír Franz,Czech Republic,774595725.0,,C
Jan Stocklassa,Czech Republic,776095794.0,,Stub
Jaroslav Krejčí,Czech Republic,776197284.0,,Start
Libuše Benešová,Czech Republic,776338134.0,,Stub
Daniela Filipiová,Czech Republic,776338195.0,,Start
Moses Porges von Portheim,Czech Republic,776487173.0,,Start
Jan Kasl,Czech Republic,776508129.0,,Start
Jiří Kittner,Czech Republic,776509425.0,,Stub
Miloslav Vlček,Czech Republic,776513404.0,,Stub
Ivo Svoboda (politician),Czech Republic,776513552.0,,Start
Hana Orgoníková,Czech Republic,776513802.0,,Stub
Pavel Dostál,Czech Republic,776514175.0,,Start
Jiří Lobkowicz,Czech Republic,776751749.0,,Stub
Bohuslav Kokotek,Czech Republic,777876483.0,,Stub
Alena Hanáková,Czech Republic,778095433.0,,Stub
Irena Kočí,Czech Republic,779417455.0,,Stub
Martin Netolický,Czech Republic,779417738.0,,Stub
David Rath,Czech Republic,779418369.0,,Start
Eva Nováková,Czech Republic,779498276.0,,Stub
Vojtěch Adam,Czech Republic,779500408.0,,Stub
Vlastimil Balín,Czech Republic,779500749.0,,Stub
Jiří Dolejš,Czech Republic,779500957.0,,Stub
Zuzka Bebarová-Rujbrová,Czech Republic,779501010.0,,Stub
Marie Stiborová,Czech Republic,779501096.0,,Stub
Jiří Svoboda (politician),Czech Republic,779501161.0,,Stub
Miloslava Vostrá,Czech Republic,779501194.0,,Stub
Jiří Čeřovský,Czech Republic,779501654.0,,Stub
Jan Korger,Czech Republic,779501783.0,,Stub
Kateřina Jacques,Czech Republic,779581127.0,,C
Tomáš Chalupa,Czech Republic,779839245.0,,Stub
Pavel Blažek,Czech Republic,779839319.0,,Stub
Aleš Řebíček,Czech Republic,779839400.0,,Stub
Ivan Langer,Czech Republic,779839455.0,,Start
Jan Stráský,Czech Republic,779839492.0,,Start
Jan Chvojka,Czech Republic,779842639.0,,Stub
Marie Benešová,Czech Republic,779847262.0,,Stub
Juraj Chmiel,Czech Republic,779847492.0,,Stub
Daniela Kovářová,Czech Republic,779847531.0,,Stub
Rostislav Vondruška,Czech Republic,779847687.0,,Stub
Martin Štěpánek (actor),Czech Republic,779847799.0,,Stub
Helena Třeštíková,Czech Republic,779847837.0,,Stub
Milena Vicenová,Czech Republic,779847883.0,,Stub
Jaroslav Bašta,Czech Republic,779848743.0,,Stub
Josef Lux,Czech Republic,779849059.0,,Stub
Miroslav Macek,Czech Republic,779849258.0,,Stub
Ladislav Miko,Czech Republic,779849694.0,,Stub
Džamila Stehlíková,Czech Republic,779849767.0,,Stub
Jozef Moravčík,Czech Republic,780051829.0,,Stub
Milan Uhde,Czech Republic,780321961.0,,Stub
František Pitra,Czech Republic,780534080.0,,Stub
Oldřich Černík,Czech Republic,780534267.0,,Stub
Otakar Motejl,Czech Republic,780868492.0,,Start
Ludwig Czech,Czech Republic,780887131.0,,Stub
Rudolf Beran,Czech Republic,780921783.0,,Start
Victor Adler,Czech Republic,782058966.0,,Start
Emil Beier,Czech Republic,782384016.0,,Stub
Bruno Kafka,Czech Republic,783065752.0,,Stub
Lucie Talmanová,Czech Republic,783711789.0,,Start
Martin Mejstřík,Czech Republic,783737915.0,,Stub
Vlastimil Tusar,Czech Republic,784145485.0,,Start
Petr Bendl,Czech Republic,784826685.0,,Start
Petr Gandalovič,Czech Republic,784826720.0,,Start
Tomáš Vandas,Czech Republic,784968648.0,,Start
Robert Mayr-Harting,Czech Republic,785085345.0,,Stub
Karel Havlíček Borovský,Czech Republic,785407597.0,,C
Jan Černý,Czech Republic,786162238.0,,Stub
Josef Frank (politician),Czech Republic,786399604.0,,Stub
Philip Kinsky of Wchinitz and Tettau,Czech Republic,786612217.0,,Start
Luboš Dobrovský,Czech Republic,787952395.0,,Stub
Bedřich Moldan,Czech Republic,787952868.0,,Stub
Martin Palouš,Czech Republic,788015952.0,,Start
Hermann Zwierzina,Czech Republic,788121309.0,,Stub
Eduard Zeman,Czech Republic,788178766.0,,Stub
Richard Bienert,Czech Republic,788410657.0,,Start
Václav Hampl,Czech Republic,789102318.0,,Start
Miroslav Grebeníček,Czech Republic,789546047.0,,Stub
Vlasta Štěpová,Czech Republic,789546066.0,,Stub
Egon Lánský,Czech Republic,789546079.0,,Start
Antonín Prachař,Czech Republic,789546102.0,,Stub
Milan Horálek,Czech Republic,789546147.0,,Stub
Antonín Novotný,Czech Republic,790372008.0,,C
Zuzana Brzobohatá,Czech Republic,790608148.0,,Stub
Alena Palečková,Czech Republic,790608180.0,,Stub
Zuzana Roithová,Czech Republic,790608186.0,,Start
"List of MPs elected in the Czech legislative election, 2017",Czech Republic,790838510.0,,Stub
Martin Jahn,Czech Republic,791374581.0,,Start
Pavel Rychetský,Czech Republic,792417439.0,,Start
Gustáv Slamečka,Czech Republic,792476721.0,,Start
Edvard Kožušník,Czech Republic,793087579.0,,Stub
Jan Masaryk,Czech Republic,793642926.0,,C
Jan Koukal,Czech Republic,794146543.0,,Stub
Pavel Bém,Czech Republic,794995687.0,,Start
"List of MPs elected in the Czech legislative election, 2013",Czech Republic,795098385.0,,C
Vít Bárta,Czech Republic,795377941.0,,Stub
Karl Kautsky,Czech Republic,795807571.0,,C
Karl von Czyhlarz,Czech Republic,795809115.0,,Stub
Václav Fresl,Czech Republic,796253432.0,,Stub
Josef Václav Frič,Czech Republic,796403608.0,,Start
Tomáš Zdechovský,Czech Republic,796749458.0,,C
Andrea Češková,Czech Republic,796751775.0,,Stub
Dana Kuchtová,Czech Republic,796752629.0,,Stub
Rudolf Margolius,Czech Republic,796825099.0,,C
František Ladislav Rieger,Czech Republic,797539957.0,,B
Petr Mach,Czech Republic,797842545.0,,Start
Jaroslava Moserová,Czech Republic,798490261.0,,Start
Vávra Suk,Czech Republic,798648973.0,,Stub
Vojtěch Náprstek,Czech Republic,798686948.0,,C
Lubomír Štrougal,Czech Republic,798705619.0,,Start
Jan Krejčí,Czech Republic,798796793.0,,B
Radek John,Czech Republic,798944631.0,,Stub
Jan Jesenius,Czech Republic,799301686.0,,Start
Josef Ježek,Czech Republic,800555146.0,,Start
Jana Bobošíková,Czech Republic,800754664.0,,Start
Franz Anton von Kolowrat-Liebsteinsky,Czech Republic,800883412.0,,Start
Viktor Dyk,Czech Republic,800925236.0,,C
Alois Jirásek,Czech Republic,800925518.0,,C
"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",Czech Republic,801939668.0,,Start
Adriana Krnáčová,Czech Republic,801972898.0,,Start
Ondřej Liška,Czech Republic,802013967.0,,Stub
Marcel Chládek,Czech Republic,802054500.0,,Stub
Miroslava Kopicová,Czech Republic,802055280.0,,Stub
Milan Chovanec,Czech Republic,802060218.0,,Stub
František Bublan,Czech Republic,802060471.0,,Stub
Jiří Dienstbier Jr.,Czech Republic,802069244.0,,C
Táňa Fischerová,Czech Republic,802360196.0,,C
Václav Jehlička,Czech Republic,802365998.0,,Stub
Viliam Široký,Czech Republic,802416926.0,,Stub
Miroslav Lidinský,Czech Republic,802531379.0,,C
Petr Cibulka,Czech Republic,802834939.0,,Start
Anna Šabatová,Czech Republic,802875800.0,,Stub
Adolph Aloys von Braun,Czech Republic,803332354.0,,C
Dana Bérová,Czech Republic,803438779.0,,Stub
František Palacký,Czech Republic,803658529.0,,C
Miroslav Kostelka,Czech Republic,803709959.0,,Stub
Martin Barták,Czech Republic,803793256.0,,Stub
Karolína Peake,Czech Republic,803794383.0,,Start
Petr Ježek,Czech Republic,803983301.0,,Start
František Udržal,Czech Republic,804093764.0,,Stub
Václav Havel,Czech Republic,804569724.0,,C
Pavel Fischer,Czech Republic,804582256.0,,Stub
Eva Tylová,Czech Republic,804591494.0,,Stub
Dana Jurásková,Czech Republic,804715205.0,,Stub
Svatopluk Němeček,Czech Republic,804715467.0,,Stub
Richard Brabec,Czech Republic,804820949.0,,Stub
Jan Fischer (politician),Czech Republic,804868436.0,,C
Martin Pecina,Czech Republic,804869147.0,,Stub
Vlasta Parkanová,Czech Republic,804871394.0,,Stub
Martin Bursík,Czech Republic,804879673.0,,Start
Lubomír Zaorálek,Czech Republic,805037426.0,,Start
Radola Gajda,Czech Republic,805084705.0,,C
Karel Schwarzenberg,Czech Republic,805176779.0,,C
Vlasta Svobodová,Czech Republic,805179298.0,,Stub
Ondřej Přikryl,Czech Republic,805352758.0,,Start
Milada Horáková,Czech Republic,805439919.0,,C
Martin Holcát,Czech Republic,805824502.0,,Stub
Alena Dernerová,Czech Republic,805946007.0,,Stub
Marian Jurečka,Czech Republic,806049453.0,,Stub
Pavel Bělobrádek,Czech Republic,806085100.0,,Stub
Dan Ťok,Czech Republic,806231200.0,,Stub
Jiří Dienstbier,Czech Republic,806490518.0,,Stub
Rudolf Slánský,Czech Republic,806504904.0,,C
Alexandr Vondra,Czech Republic,806537585.0,,C
Jaroslav Šedivý,Czech Republic,806538241.0,,Stub
Cyril Svoboda,Czech Republic,806538320.0,,C
Jan Kohout,Czech Republic,806539480.0,,Stub
Miloš Vystrčil,Czech Republic,806558617.0,,Stub
Alois Eliáš,Czech Republic,806566913.0,,C
Jan Skopeček (politician),Czech Republic,806569308.0,,Stub
Miloslav Ludvík,Czech Republic,806586185.0,,Stub
Martin Kupka,Czech Republic,806636602.0,,Stub
Matěj Stropnický,Czech Republic,806650264.0,,Stub
Petr Šimerka,Czech Republic,806669645.0,,Stub
Jaromír Drábek,Czech Republic,806669709.0,,Stub
Ludmila Müllerová,Czech Republic,806669752.0,,Stub
Jan Veleba (politician),Czech Republic,806672899.0,,Stub
František Ringo Čech,Czech Republic,806673245.0,,Stub
Michaela Marksová,Czech Republic,806673585.0,,Stub
Robert Pelikán,Czech Republic,806708361.0,,Stub
Karla Šlechtová,Czech Republic,806708532.0,,Stub
Stanislav Gross,Czech Republic,806720477.0,,C
Martin Stropnický,Czech Republic,806729653.0,,Stub
Leoš Heger,Czech Republic,806751902.0,,Stub
Bohuslav Svoboda,Czech Republic,806850638.0,,Stub
Miroslava Němcová,Czech Republic,806876791.0,,Stub
Zbyněk Stanjura,Czech Republic,806900987.0,,Stub
Drahomíra Miklošová,Czech Republic,806988445.0,,Stub
Václav Klaus Jr.,Czech Republic,806991412.0,,C
Dominik Feri,Czech Republic,807058182.0,,Start
Alexandra Udženija,Czech Republic,807102237.0,,Stub
Ivan Pilný,Czech Republic,807333095.0,,Stub
Marta Semelová,Czech Republic,807334610.0,,Stub
Daniel Herman,Czech Republic,807334657.0,,Start
Jan Hamáček,Czech Republic,807353609.0,,Stub
Michal Horáček,Czech Republic,807358143.0,,Start
Václav Klaus,Czech Republic,807382193.0,,C
Martin Kuba,Czech Republic,807394304.0,,Stub
Martin Říman,Czech Republic,807394725.0,,Stub
Kateřina Valachová,Czech Republic,807399097.0,,Stub
Vladimír Tošovský,Czech Republic,807415625.0,,Stub
Pavel Svoboda,Czech Republic,807416099.0,,Start
Petr Fiala,Czech Republic,807420515.0,,Start
Vladimír Špidla,Czech Republic,807462107.0,,C
Robert Douglas Cook,Canada,401577829.0,37.2,Stub
List of Canadian incumbents by year,Canada,477962574.0,37.2,Stub
List of 2009 Canadian incumbents,Canada,632008524.0,37.2,Start
Rossy Barbour,Canada,653527941.0,37.2,Stub
Les Scheininger,Canada,667821864.0,37.2,C
Patrick Canning,Canada,667873261.0,37.2,Start
Gerald Hill (politician),Canada,670917017.0,37.2,Stub
John R. O'Dea,Canada,670971940.0,37.2,Stub
Samuel J. Hefferton,Canada,671122320.0,37.2,Start
Alexander Dunphy,Canada,676610041.0,37.2,Stub
Gordon Dawe,Canada,676612108.0,37.2,Stub
Paul Thoms,Canada,676732644.0,37.2,Stub
Frederick B. Rowe,Canada,676734572.0,37.2,Stub
Allan Evans (politician),Canada,676782180.0,37.2,Stub
Luke Woodrow,Canada,676947124.0,37.2,Stub
William G. Patterson,Canada,677094551.0,37.2,Stub
Freeman White (politician),Canada,677724847.0,37.2,Stub
William J. MacNeil,Canada,677769770.0,37.2,Stub
John Collins (Canadian politician),Canada,679623758.0,37.2,Stub
Barry Hynes,Canada,680618797.0,37.2,Stub
Brendan Howard,Canada,684050793.0,37.2,Stub
Wilson Callan,Canada,684903534.0,37.2,Stub
Rod Moores,Canada,684903869.0,37.2,Stub
List of 2010 Canadian incumbents,Canada,688697227.0,37.2,Start
Harold Collins (Canadian politician),Canada,690205437.0,37.2,Stub
Speaker of the Legislative Assembly of the Province of Canada,Canada,691747234.0,37.2,Stub
"Rhinoceros Party of Canada candidates, 1980 Canadian federal election",Canada,698077739.0,37.2,Stub
David John Rankin,Canada,703226576.0,37.2,Stub
Robert Melville Smith,Canada,704136762.0,37.2,Stub
Myra Freeman,Canada,704516768.0,37.2,Start
Evelyn Shannon,Canada,705247791.0,37.2,Stub
George Little (Manitoba politician),Canada,705386024.0,37.2,Stub
Michael Rojeski,Canada,705436088.0,37.2,Stub
Gudmundur Fjelsted,Canada,705539849.0,37.2,Stub
Samuel Fletcher,Canada,705547266.0,37.2,Stub
John Crane (Canadian politician),Canada,706430270.0,37.2,Stub
Milton Peach,Canada,706597779.0,37.2,Stub
Claude Sheppard,Canada,706758502.0,37.2,Stub
Don Hollett,Canada,706934829.0,37.2,Stub
Art Reid,Canada,706942745.0,37.2,Stub
David Secord,Canada,707172907.0,37.2,Stub
Wally Firth,Canada,707297623.0,37.2,Stub
William R. Smallwood,Canada,707632311.0,37.2,Stub
C. Maxwell Lane,Canada,707684781.0,37.2,Stub
Charles Poulin,Canada,708179175.0,37.2,Stub
Pierre-Luc Paquette,Canada,708813010.0,37.2,Stub
Francis Badgley (merchant),Canada,708885126.0,37.2,Stub
Michel Sikyea,Canada,708967094.0,37.2,Start
List of 2003 Canadian incumbents,Canada,709329316.0,37.2,Start
List of 2004 Canadian incumbents,Canada,709329425.0,37.2,Start
List of 2002 Canadian incumbents,Canada,709407679.0,37.2,Start
List of 2001 Canadian incumbents,Canada,709407789.0,37.2,Start
List of 2000 Canadian incumbents,Canada,709408821.0,37.2,Start
List of 1999 Canadian incumbents,Canada,709408830.0,37.2,Start
List of 1998 Canadian incumbents,Canada,709408965.0,37.2,Start
Sonnee Cohen,Canada,709455764.0,37.2,Start
List of 1997 Canadian incumbents,Canada,709491780.0,37.2,Start
List of 1996 Canadian incumbents,Canada,709492005.0,37.2,Start
List of 1995 Canadian incumbents,Canada,709492007.0,37.2,Start
List of 1994 Canadian incumbents,Canada,709492025.0,37.2,Start
List of 1992 Canadian incumbents,Canada,709492105.0,37.2,Start
List of 1991 Canadian incumbents,Canada,709492467.0,37.2,Start
List of 1990 Canadian incumbents,Canada,709492558.0,37.2,Start
List of 2005 Canadian incumbents,Canada,709519440.0,37.2,Start
Cyril Keeper,Canada,710575028.0,37.2,C
Adam Aptowitzer,Canada,710619647.0,37.2,Stub
Yvon Picotte,Canada,710753764.0,37.2,Start
James Atebe,Canada,711104781.0,37.2,Stub
List of 2007 Canadian incumbents,Canada,711603471.0,37.2,Start
Thomas Barnaby,Canada,712417981.0,37.2,Stub
Mark Evaloarjuk,Canada,712579431.0,37.2,Start
Jacques Bizard,Canada,712601441.0,37.2,Stub
Lawrence Martin (musician),Canada,712973728.0,37.2,C
Denis Viger,Canada,713249389.0,37.2,Stub
Aidan Maloney,Canada,713981300.0,37.2,Stub
Grafton Njootli,Canada,714172218.0,37.2,Stub
William Albert Boucher,Canada,714722019.0,37.2,Start
Marvin Gelber,Canada,715055224.0,37.2,Stub
Robert Robertson (politician),Canada,715359989.0,37.2,Stub
James H. Stuart,Canada,715457941.0,37.2,Stub
Maxime Lépine,Canada,716489196.0,37.2,Stub
Ambroise-Dydime Lépine,Canada,716690197.0,37.2,Stub
W. Garfield Case,Canada,716908156.0,37.2,C
Guy Williams (politician),Canada,716924009.0,37.2,Stub
May Birchard,Canada,716960979.0,37.2,Start
William Todd (1803–1873),Canada,717061600.0,37.2,Stub
Albert Planta,Canada,717154850.0,37.2,Stub
Jacques Viger (Member of the Assembly),Canada,717397656.0,37.2,Stub
Alexander Kennedy Isbister,Canada,717547859.0,37.2,Stub
Stuart Lyon Smith,Canada,717897492.0,37.2,Start
Michel Bénard,Canada,718265809.0,37.2,Stub
Maurice Laframboise,Canada,718852428.0,37.2,Start
James Isbister,Canada,719597828.0,37.2,Start
Jean-Charles Chapais,Canada,719598088.0,37.2,Start
List of 1993 Canadian incumbents,Canada,720131548.0,37.2,Start
List of 1989 Canadian incumbents,Canada,720131554.0,37.2,Start
List of 1988 Canadian incumbents,Canada,720131559.0,37.2,Start
List of 2008 Canadian incumbents,Canada,720133136.0,37.2,Start
John Judah Glass,Canada,720256444.0,37.2,Start
List of 1867 Canadian incumbents,Canada,721006116.0,37.2,Stub
Lazarus Phillips,Canada,721093245.0,37.2,Start
Samuel Hume Blake,Canada,721792566.0,37.2,Stub
Gilles Houde,Canada,722043055.0,37.2,Stub
Brenda Paris,Canada,723148572.0,37.2,C
Henry Judah,Canada,723249393.0,37.2,Stub
Rupert Bartlett,Canada,723252411.0,37.2,Stub
Peter Bercovitch,Canada,723253555.0,37.2,Start
Maurice Hartt,Canada,723253656.0,37.2,Start
Jerome Dinn,Canada,723271862.0,37.2,Stub
René Matteau,Canada,723308478.0,37.2,Stub
Tom Hickey (politician),Canada,723348093.0,37.2,Start
Myles Murray,Canada,723377038.0,37.2,Stub
Frederick Langdon Hubbard,Canada,723694660.0,37.2,Stub
Stephen Wallace (public servant),Canada,724068863.0,37.2,Stub
Harry Blank,Canada,724678615.0,37.2,Start
Hubert Kitchen,Canada,725395350.0,37.2,Stub
Uriah Strickland,Canada,725401345.0,37.2,Stub
Aubrey Gover,Canada,725401404.0,37.2,Stub
Alec Moores,Canada,725403647.0,37.2,Stub
Eugene Hiscock,Canada,725404809.0,37.2,Stub
H.R.V. Earle,Canada,725409378.0,37.2,Stub
Glenn Tobin,Canada,725417107.0,37.2,Stub
W. George Cross,Canada,726662002.0,37.2,Stub
François Beaulieu II,Canada,728457018.0,37.2,C
Alexander Macdonell of Greenfield,Canada,729104207.0,37.2,Stub
Steve Owens (politician),Canada,729767652.0,37.2,Start
Howard McCurdy,Canada,730002481.0,37.2,Start
Jeremy Akerman,Canada,730706462.0,37.2,C
Office-holders of Canada,Canada,730830430.0,37.2,Start
Louis Singer,Canada,733451024.0,37.2,Start
Edward Whelan (Canadian politician),Canada,734484063.0,37.2,Start
Wilfred McDonald,Canada,734799659.0,37.2,Start
Kevin Parsons Sr.,Canada,735721150.0,37.2,Stub
Hugh Twomey,Canada,735809835.0,37.2,Start
Alexander Grant Dallas,Canada,736826045.0,37.2,Stub
John L. Brown (Ontario politician),Canada,737118230.0,37.2,Stub
Jean Baptiste Wilkie,Canada,738242188.0,37.2,Start
Stanley Hall (politician),Canada,738943928.0,37.2,Stub
Samuel Genest,Canada,739134923.0,37.2,Start
David Berger (Canadian politician),Canada,740276158.0,37.2,Start
David Rotenberg,Canada,740276869.0,37.2,C
Aubrey Senior,Canada,740441527.0,37.2,Stub
Neil Fraser (civil servant),Canada,740482412.0,37.2,Stub
Thomas McKay (Northwest Territories politician),Canada,740863576.0,37.2,Start
Peter Fraser (Northwest Territories politician),Canada,740863717.0,37.2,Stub
Ron Ghitter,Canada,741266718.0,37.2,Start
Esau Schafer,Canada,742618365.0,37.2,Stub
Michael S. Martin,Canada,742989409.0,37.2,Stub
Wayne Jim,Canada,743342114.0,37.2,Stub
William Angus Dickson,Canada,743352732.0,37.2,Stub
James Laxer,Canada,743802406.0,37.2,Start
Robert Duncan Wilmot,Canada,743934426.0,37.2,Start
William Steeves,Canada,744260793.0,37.2,Start
List of Canadian ministries,Canada,744493549.0,37.2,Start
John Hamilton Gray (New Brunswick politician),Canada,744724453.0,37.2,Start
Lawrence Armstrong,Canada,744726413.0,37.2,Start
Peter Mitchell (politician),Canada,744887895.0,37.2,Start
George Benjamin (Orangeman),Canada,745111909.0,37.2,Start
Jean Alfred,Canada,745448033.0,37.2,Start
Moe Mantha Sr.,Canada,745453138.0,37.2,Start
Samuel Factor (Canadian politician),Canada,745678622.0,37.2,Start
Leon Crestohl,Canada,746467178.0,37.2,Start
Frederick E. Harrison,Canada,746471129.0,37.2,Start
Solomon Hart Green,Canada,746727879.0,37.2,Start
